FID_1,X,Y,ID,Pb,Zn,Cu,SIGLE_PEDO,region_etm,GS
16993,223550,128600,T2006/2379,,99.1515151515,18.6,ADp(c),8,9
16988,222750,127375,T2006/2374,38.75,127.232323232,15.55,Gbax2,8,19
16991,223350,128800,T2006/2377,28.99,92.4545454546,15,GbBK2,8,19
17077,218400,127000,T2006/2759,41.5,96.9292929293,12.7,GbBK2,8,19
17993,218100,140820,T2008/3430,57.17,364.606060606,18.53,Aba1,6,9
17655,206500,142500,T2007/4795,26.17,102.484848485,22.37,Aba1,6,9
17656,206500,142500,T2007/4796,,90.4646464647,17.17,Aba1,6,9
17657,206500,142500,T2007/4797,27.34,73.696969697,12.93,Aba1,6,9
17658,206500,142500,T2007/4798,,78.9494949495,17.2,Aba1,6,9
17435,211000,140500,T2007/2150,29.9,101.646464646,15.5,Aba1,6,9
17436,211000,140500,T2007/2151,30.47,87.505050505,15,Aba1,6,9
17437,211000,140500,T2007/2152,26.54,96.1515151515,9.03,Aba1,6,9
17438,211000,140500,T2007/2153,,82.0505050505,9.77,Aba1,6,9
17439,211000,140500,T2007/2154,,71.0404040404,10.3,Aba1,6,9
17440,211000,140500,T2007/2155,28.14,60.6666666667,9.07,Aba1,6,9
17441,211000,140500,T2007/2156,19.74,41.3434343434,5.4,Aba1,6,9
18002,209000,143500,T2008/3443,30.7,96.5555555556,15.97,Aba1,6,9
18003,209000,143500,T2008/3444,31.94,106.858585859,18.77,Aba1,6,9
18004,209000,143500,T2008/3445,31.14,98.3434343434,17.7,Aba1,6,9
18005,209000,143500,T2008/3446,34.84,102.383838384,21.27,Aba1,6,9
17998,210190,143125,T2008/3439,40.14,117.333333333,17.17,Aba1,6,9
17999,209875,143125,T2008/3440,27.1,91.505050505,15.57,Aba1,6,9
18000,209875,143125,T2008/3441,,97.8080808081,14.7,Aba1,6,9
18001,209875,143125,T2008/3442,26.47,83.9292929293,12.7,Aba1,6,9
17442,210500,140250,T2007/2157,33.5,90.3333333333,14.07,Abp1,6,9
17443,210500,140250,T2007/2158,44.17,104.838383838,14.13,Abp1,6,9
17444,210500,140250,T2007/2159,33.24,93.6666666667,13.83,Abp1,6,9
17445,210500,140250,T2007/2160,32.6,87.6666666667,12.93,Abp1,6,9
17446,210500,140250,T2007/2161,32.67,86.696969697,13.93,Abp1,6,9
17447,210500,140250,T2007/2162,34.9,98.2121212121,16.33,Abp1,6,9
17448,210500,140250,T2007/2163,36.7,104.202020202,16.33,Abp1,6,9
17449,210500,140250,T2007/2164,37.2,104.202020202,15.8,Abp1,6,9
17992,216900,140400,T2008/3429,55.34,263.262626263,19.6,Aca1,6,9
17602,213500,132625,T2007/3612,30.64,101.545454545,10.37,Aca0,6,9
17603,213500,132625,T2007/3613,35.84,110.464646465,10,Aca0,6,9
17994,212100,137200,T2008/3434,,72.1111111111,14.17,AFp,6,9
18063,207000,141750,T2008/3726,59.1,105.414141414,20.2,Gbbf6,6,13
18064,207000,141750,T2008/3727,,110.696969697,27.33,Gbbf6,6,13
18065,207000,141750,T2008/3728,,113.595959596,25.5,Gbbf6,6,13
17997,211125,141750,T2008/3438,34.2,108.575757576,10.57,uAba2_3,6,9
17996,210500,141500,T2008/3437,42.2,107.232323232,12.67,uAda2_3,6,9
17995,216850,147950,T2008/3435,48.37,180.737373737,18.5,Aba1,2,4
17434,216000,149375,T2007/2148,25.3,86.797979798,15.4,Aba1,2,4
18062,216720,143940,T2008/3725,40.2,107.060606061,23.73,Acp0,2,4
17659,201645,142400,T2007/4799,19.07,55.6868686869,18.13,uGba2,2,5
17660,201645,142400,T2007/4800,,66.8585858586,18.37,uGba2,2,5
17600,232500,125375,T2007/3610,24.2,81.3434343434,11.57,Gbbf2,10,20
17601,232500,125375,T2007/3611,24.74,78.8484848485,10.93,Gbbf2,10,20
17598,231750,124875,T2007/3608,32.14,110.535353535,19.47,GbBfp4,10,21
17599,231750,124875,T2007/3609,31.77,98.1414141414,16.73,GbBfp4,10,21
17470,226350,129500,T2007/2789,22.04,78.0707070707,10.77,(x)ADa,8,9
17722,221250,128125,T2008/0070,21.14,80.4646464647,15.97,Aba1,8,9
17723,221250,128125,T2008/0071,20.37,73.8282828283,17.03,Aba1,8,9
17666,217106,123632,T2007/4819,25.47,74.6363636364,16.37,Aba0,8,9
18072,214350,123700,T2008/3741,24.2,80.4343434343,16.1,Aba1,8,9
18073,214350,123700,T2008/3742,24.4,97.3636363636,16.47,Aba1,8,9
18074,214350,123700,T2008/3743,22.27,76.7272727273,14.87,Aba1,8,9
17669,212500,126250,T2007/4823,,79.0202020202,11.63,Aba1,8,9
17720,222400,133400,T2008/0068,37.64,112.656565657,17.67,aGDBfp2,8,14
17721,222400,133400,T2008/0069,26.64,111.545454545,18.27,aGDBfp2,8,14
17663,214875,123000,T2007/4811,21.34,83.696969697,21.5,Gbap4,8,14
17469,226000,129500,T2007/2788,25.07,99.6565656566,13.87,Gbax2,8,19
17595,230750,125250,T2007/3605,25.37,85.9191919192,18.57,Gbap2,8,14
17596,230750,125125,T2007/3606,30.07,80.1919191919,14.97,Gbap2,8,14
17597,230750,125125,T2007/3607,25.24,81.8080808081,14.4,Gbap2,8,14
17510,230500,124875,T2007/2982,22.94,127.202020202,12.87,GbBfp2,8,14
17668,212500,126375,T2007/4821,36.47,108.515151515,16.1,GbBK2,8,19
17471,214125,123375,T2007/2790,19.54,65.0404040404,12.47,GbBK2,8,19
17472,214125,123375,T2007/2791,24.44,70.6363636364,14.1,GbBK2,8,19
17473,214125,123375,T2007/2792,23.47,74.8080808081,12.6,GbBK2,8,19
17474,214125,123375,T2007/2793,19.7,63.4646464647,12.8,GbBK2,8,19
18282,259000,145000,T2008/5634,106.27,195.313131313,28.1,A-Gbp1,7,9
18281,257940,144300,T2008/5633,133.17,286.95959596,33.9,(x)Aba,7,9
18280,257875,144250,T2008/5632,159.57,242.050505051,27.97,Aba,7,9
18421,209000,141500,T2009/1768,,79.63,12.2,Aba1,6,9
18422,209280,141300,T2009/1774,21.53,82.53,15.5,Aba1,6,9
18552,201660,135724,T2009/2341,75.4,204.9,16.57,Aba1,6,9
18553,201345,135690,T2009/2342,57.27,154.47,17.8,Abp,6,9
18226,200550,136600,T2008/5268,61.97,169.222222222,18.8,ADp(c),6,9
18227,200550,136600,T2008/5269,58.6,154.101010101,16.87,ADp(c),6,9
18538,206000,131000,T2009/2312,,129.03,22.47,GDBr2,6,10
18561,267300,104800,T2009/2419,,110.93,15.1,aGbb2,16,31
18634,267500,105200,T2009/2839,31.53,109,19.3,aGbb2,16,31
18558,267500,104050,T2009/2414,36.07,106.07,15.07,Gdb0_1,16,31
18557,267500,103900,T2009/2413,37.07,93.07,11.6,Gcb0_1,16,31
18562,267400,104900,T2009/2421,31.63,98.7,16.47,Gcb0_1,16,31
18548,206750,153500,T2009/2331,28.3,69.17,16.37,Aba1,2,4
18231,207000,143250,T2008/5276,,74.1717171717,14.53,Aca1,2,4
18232,207000,143250,T2008/5277,28.17,74.2727272727,13.27,Aca1,2,4
18233,207000,143250,T2008/5278,30.04,74.3737373737,12.23,Aca1,2,4
18234,207000,143250,T2008/5279,28.2,87.3333333333,13.67,Aca1,2,4
18476,223790,147607,T2009/2018,33.8,159.8,16.97,Aba1,2,4
18477,223790,147607,T2009/2019,53.9,187.23,17.8,Aba1,2,4
18478,231970,124706,T2009/2020,,106.83,14.5,Gbap2,10,21
18479,231790,124800,T2009/2022,42.77,129.27,17.5,GbBfp2,10,21
18603,212789,124103,T2009/2636,24.43,83.57,13.6,(x)Aba,8,9
18605,213687,128162,T2009/2641,33.73,97.9,14.97,(x)Aba,8,9
18438,218300,127400,T2009/1910,,89.3,25.2,(x)ADa,8,9
18439,218100,127500,T2009/1912,25.13,93.23,16.3,(x)ADa,8,9
18219,219039,126159,T2008/5259,,121.878787879,17.87,A-Gbp1,8,9
18220,219300,128100,T2008/5260,,94.0707070707,17.77,A-Gbp1,8,9
18604,213179,127754,T2009/2639,45.4,122.47,14.63,A-Gbp1,8,9
18221,221060,127625,T2008/5261,24.37,82.7878787879,15.63,Aba1,8,9
18436,218100,127200,T2009/1902,31.2,89.53,14.27,Aba1,8,9
18437,219600,127600,T2009/1907,,80.83,13.2,Aba1,8,9
18224,217875,127000,T2008/5264,24.2,81.2424242424,14.07,ADa1,8,9
18225,217875,127000,T2008/5265,23.5,78.3737373737,14.17,ADa1,8,9
18222,217625,126875,T2008/5262,24.24,82.8888888889,15.53,GbBK2,8,19
18223,217625,126875,T2008/5263,23.77,79.8282828283,14.8,GbBK2,8,19
19545,255319,108000,T2011/2878,32.83,110.3,24.87,Gbbfi0_1,13,28
19051,200888,136087,T2010/2083,46.3,148.53,21.03,Abp0_1,6,9
19490,223998,136980,T2011/2667,38.73,152.57,11.23,Ada1,6,9
19488,224149,137476,T2011/2665,,184.43,11.33,Ahp(c),6,9
19489,224149,137476,T2011/2666,35.83,159.37,10.03,Ahp(c),6,9
19011,270000,103820,T2010/1558,,130,22.93,Gbbfi2,16,31
19089,220222,120303,T2010/2520,23.3,107.8,18.67,A-Gbp1,8,9
19544,214469,122269,T2011/2860,18.77,64.87,11.9,A-Gbp1,8,9
19084,217963,125434,T2010/2498,23.6,97.93,14.23,A-Gbp1,8,9
19087,217536,124872,T2010/2504,23.1,82.43,15.33,Aba1,8,9
19498,236128,133456,T2011/2677,33.17,137.97,16.9,Aba1,8,9
19499,236325,133459,T2011/2678,31.4,126.27,14.47,Aba1,8,9
19500,236601,133464,T2011/2679,35.07,125.2,13.37,Aba1,8,9
19491,229917,125880,T2011/2670,23.5,93.2,15.73,ADa1,8,9
19492,229917,125880,T2011/2671,27.53,93.67,16.37,ADa1,8,9
19088,216786,124924,T2010/2507,25.27,89.93,14.3,ADa1,8,9
19086,216867,130982,T2010/2503,26.4,94.93,10.73,Gbap2,8,14
19494,227843,124643,T2011/2673,30.87,99.07,14.2,Gbax4,8,19
19495,227843,124643,T2011/2674,29.4,104.87,13.7,Gbax4,8,19
19496,227843,124643,T2011/2675,27.07,85.77,11.73,Gbax4,8,19
19497,227843,124643,T2011/2676,37.07,104.47,13.27,Gbax4,8,19
19501,236075,133115,T2011/2680,36.03,134.23,17.03,Gbat4,8,19
19502,236193,133117,T2011/2681,29.13,120.1,15.03,Gbat4,8,19
19493,229723,125629,T2011/2672,,86.17,13.73,Gbax2,8,19
19035,231800,129600,T2010/1830,32.8,112.47,18.47,GbBK2,8,19
19090,220283,120180,T2010/2522,,91.1,13.93,GbBK2,8,19
19036,232000,129500,T2010/1831,36.03,130.33,17.83,GbBK4,8,19
19503,231800,129400,T2011/2682,25.73,95.73,15.03,GbBK4,8,19
19085,218023,126949,T2010/2502,22.83,81.3,13.8,GbBK4,8,19
19034,216937,123907,T2010/1829,35.3,170.77,19.53,GbBK2,8,19
19800,257700,108900,T2012/0620,27.6,93.83,19.2,Gbbfi0_1,13,28
20000,256100,109100,T2013/0395,28.53,99.5,17.7,Gbbfi0_1,13,28
20001,256100,109100,T2013/0396,26.7,92.83,18.2,Gbbfi0_1,13,28
20002,256100,109100,T2013/0397,,98.17,17.6,Gbbfi0_1,13,28
20003,256100,109100,T2013/0398,27,93.43,19.37,Gbbfi0_1,13,28
20004,256100,109100,T2013/0399,,93.97,17.93,Gbbfi0_1,13,28
20005,256100,109100,T2013/0400,25.93,93.77,17.8,Gbbfi0_1,13,28
19911,249050,106390,T2012/4264,38.57,100.43,29.77,Gbbfi2,13,28
19912,248050,106700,T2012/4275,35.97,123.57,36.27,Gbbfi2,13,28
19742,222583,135384,T2011/3951,35.63,130.83,16.07,ADp(c),6,9
20245,218285,148368,T2013/2648,28.53,111.4,15.13,Aba,2,4
20246,218402,148400,T2013/2649,31.33,116.57,15.77,Aba(b)1,2,4
20242,218240,148738,T2013/2645,32.1,118.2,16.67,Aba(b)1,2,4
20243,218240,148738,T2013/2646,30.2,112.43,15.93,Aba(b)1,2,4
20244,218084,148643,T2013/2647,30.57,113.43,14.97,Aba(b)1,2,4
19738,197475,151938,T2011/3946,24.1,108.43,13.07,Aba1,2,4
19739,197475,151938,T2011/3947,24.57,56.13,14.43,Aba1,2,4
19740,197475,151938,T2011/3948,,60.17,16.13,Aba1,2,4
19741,220244,149722,T2011/3950,,113.47,14.37,Aba1,2,4
20174,223718,147669,T2013/2380,33.53,153.67,15.07,AbB,2,4
20175,223718,147669,T2013/2381,36.1,162.8,16.33,AbB,2,4
20176,216728,154899,T2013/2383,24.8,87.83,15.1,Aba1,2,4
19587,221256,121306,T2011/2947,26.6,72.53,15.03,(x)Aba,8,9
19588,221256,121306,T2011/2948,27.73,72.2,14.03,(x)Aba,8,9
20159,230750,125350,T2013/2281,24.1,84.7,15.77,(x)Aba,8,9
20252,222897,130291,T2013/2660,31.83,112.87,11.53,(x)Aba,8,9
20253,222897,130291,T2013/2661,,102.93,11.4,(x)Aba,8,9
19573,220367,121914,T2011/2933,24.63,75,22.03,A-Gba,8,9
19574,220367,121914,T2011/2934,22.8,73.27,16.2,A-Gba,8,9
19575,220768,122319,T2011/2935,26.53,81.63,17.9,A-Gbp1,8,9
19576,220768,122319,T2011/2936,,85.83,16.3,A-Gbp1,8,9
20263,228635,127685,T2013/2671,25,87.8,13.57,A-Gbp1,8,9
20264,228635,127685,T2013/2672,24.87,89.1,13.9,A-Gbp1,8,9
20258,222454,129574,T2013/2666,53.87,132.37,16.53,Aba1,8,9
19590,220645,128559,T2011/2951,,85.93,14.4,Aba1,8,9
19586,221151,127577,T2011/2946,23.17,80.83,14.43,Aba1,8,9
19743,221263,128104,T2011/3953,27.17,117.7,10.9,Aba1,8,9
19582,216919,125328,T2011/2942,30.97,79.8,12.03,A-S,8,9
19579,217494,125119,T2011/2939,29.5,79.57,13.4,Aba1,8,9
19580,217494,125119,T2011/2940,,77.17,14.73,Aba1,8,9
19581,217494,125119,T2011/2941,23.4,73.03,12.27,Aba1,8,9
19583,216989,126009,T2011/2943,26.33,77.9,15.3,Aba1,8,9
20163,236253,133490,T2013/2286,33.8,130.6,15.17,Aba1,8,9
20164,236529,133495,T2013/2287,,131.97,15.43,Aba1,8,9
19577,220894,127666,T2011/2937,21.3,73.33,12.87,ADa1,8,9
19578,220894,127666,T2011/2938,22.93,72.47,8.93,ADa1,8,9
20259,222968,129427,T2013/2667,37.23,104.17,14.03,Aca0,8,9
20261,226149,127649,T2013/2669,22.73,83.13,10.6,ADa0,8,9
20262,226149,127649,T2013/2670,26.77,89.83,10.83,ADa0,8,9
20227,222830,126613,T2013/2628,24.93,80.5,11.8,ADa1,8,9
20228,222830,126613,T2013/2629,,82.97,12.53,ADa1,8,9
20229,222830,126613,T2013/2630,,75.7,11.33,ADa1,8,9
20230,222830,126613,T2013/2631,,103.73,14.2,ADa1,8,9
20231,222830,126613,T2013/2632,32.43,103.3,14,ADa1,8,9
20322,228105,132807,T2013/2886,36.47,110.47,11.47,aGbap4,8,14
20323,228105,132807,T2013/2887,,113.3,10.27,aGbap4,8,14
20324,228105,132807,T2013/2888,30.17,105.8,10.37,aGbap4,8,14
20317,227678,132337,T2013/2881,30.67,96.7,9.2,aGbap2,8,14
20318,227678,132337,T2013/2882,,90.87,9.2,aGbap2,8,14
20319,227678,132337,T2013/2883,,96.5,10.9,aGbap2,8,14
20320,227678,132337,T2013/2884,31.8,108.07,13.03,aGbap2,8,14
20321,227678,132337,T2013/2885,,100.17,12.13,aGbap2,8,14
20260,223631,128540,T2013/2668,27.03,103.67,16,Gbap4,8,14
20326,228246,132593,T2013/2890,33.47,121.63,17,Gbap4,8,14
20327,228246,132593,T2013/2891,33.6,123.73,20.87,Gbap4,8,14
19589,214532,123629,T2011/2949,22.7,74.87,16.27,Gbax2,8,19
19571,221096,120533,T2011/2931,,80.63,36.03,Gbax4,8,19
20232,218890,120102,T2013/2635,24.73,86.53,15.17,Gbax2,8,19
20233,218890,120102,T2013/2636,31.87,115.2,18.17,Gbax2,8,19
19572,221233,120689,T2011/2932,26.93,78.33,34.53,GbBf4,8,13
19737,216610,118495,T2011/3945,34,134.03,26.6,GbBK2,8,19
20325,227801,132030,T2013/2889,37.57,148,13.63,GbBK4,8,19
20234,230650,125050,T2013/2637,22.43,81.53,12.13,GbBfp4,8,14
20235,230650,125050,T2013/2638,,78.2,11.5,GbBfp4,8,14
20328,228013,132342,T2013/2892,34.97,121.73,20.27,GbBfp4,8,14
19585,219059,127642,T2011/2945,29.13,92.9,30.13,GbBK2,8,19
19584,218765,127515,T2011/2944,29.63,83.93,26.47,GbBK2,8,19
19570,221288,120379,T2011/2930,30.03,91.3,21.63,GbBK4,8,19
20736,256324,110587,T2014/0173,33.93,121.47,19.5,fGbb2,13,28
20737,256387,110403,T2014/0174,,120.57,19.23,fGbb2,13,28
20664,222800,136050,T2013/5742,36.83,145.5,12.97,Aca1,6,9
20663,224149,138003,T2013/5740,,141.4,12.5,Ada1,6,9
20667,221450,135500,T2013/5745,34.43,141.2,12.93,Ada1,6,9
20665,222700,135600,T2013/5743,47.8,151.57,11.9,Ada1,6,9
20666,222750,135500,T2013/5744,,140.8,10.97,Ada1,6,9
20597,196475,156100,T2013/5036,22.43,53.17,11.57,Aba0,2,4
20598,196300,156200,T2013/5037,23.83,64.73,14.77,Aba1,2,4
20599,196500,155500,T2013/5038,22.43,63.6,16.1,Abp0_1,2,4
20596,195900,156050,T2013/5034,22.07,59.1,15.47,Abp(c),2,4
20988,216674,124986,T2014/2748,27.97,87.53,15.93,(x)Aba,8,9
20989,216674,124986,T2014/2749,34.83,103,15.2,(x)Aba,8,9
20660,220426,126333,T2013/5736,31.6,102.8,16.3,(x)Aba,8,9
20661,220426,126333,T2013/5737,25.97,106.43,16.1,(x)Aba,8,9
20662,220426,126333,T2013/5738,24.93,95.13,16.13,(x)Aba,8,9
20981,218768,126404,T2014/2738,23.5,77,13.87,(x)Aba,8,9
20384,222267,123052,T2013/3049,28.3,77.07,14.57,A-Gbp1,8,9
20385,222267,123052,T2013/3050,24.07,72.3,11.33,A-Gbp1,8,9
20386,222267,123052,T2013/3051,28.9,82.23,14.23,A-Gbp1,8,9
20376,219994,121754,T2013/3040,32.23,97.4,27.63,A-Gba,8,9
20377,219994,121754,T2013/3041,,92.77,31.87,A-Gba,8,9
20990,216777,124679,T2014/2750,23.4,75.6,12.87,A-Gbp1,8,9
20991,216777,124679,T2014/2751,23.53,75.77,14.4,A-Gbp1,8,9
20992,216777,124679,T2014/2752,22.67,73.73,13.9,A-Gbp1,8,9
20374,220675,122505,T2013/3038,,89.77,16,A-GDa,8,9
20375,220677,122350,T2013/3039,30.07,90.53,12.63,A-GDa,8,9
20378,220011,121940,T2013/3042,36.43,124.67,37.9,A-GDa,8,9
20983,219972,121908,T2014/2742,34.63,111.93,31.5,A-GDa,8,9
21075,219505,121408,T2014/3018,30.1,89.47,26.87,A-GDa,8,9
20812,232314,129565,T2014/1257,31.7,109.57,16.93,Aba1,8,9
20815,231800,129910,T2014/1260,31.5,112.1,18.13,Aba1,8,9
20379,219620,127620,T2013/3043,27.67,89.83,13.87,Aba1,8,9
21101,222834,120587,T2014/3428,30.03,89.03,15.7,Aba1,8,9
20371,218163,124357,T2013/3035,23.67,74.57,11.33,Aba1,8,9
20372,217963,124539,T2013/3036,,75.43,12.33,Aba1,8,9
20390,217509,126109,T2013/3056,22.87,76.57,13.23,Aba1,8,9
20392,216521,124645,T2013/3058,23.93,82.17,11.3,Aba1,8,9
20393,216521,124645,T2013/3059,22.3,79.1,11.53,Aba1,8,9
20657,218312,125038,T2013/5733,24.1,74.27,11.63,Aba1,8,9
21083,217420,123760,T2014/3029,25.17,78.83,10.53,Aba1,8,9
20986,217849,125712,T2014/2746,23.33,70.43,12.13,Aba1,8,9
20987,217849,125712,T2014/2747,24.53,72.67,12.1,Aba1,8,9
21084,228853,124969,T2014/3030,27.53,98.43,13.93,Aba1,8,9
21085,228853,124969,T2014/3031,25.93,87.43,11.8,Aba1,8,9
20382,219944,119560,T2013/3046,21.63,59.77,8.57,Aba1,8,9
20383,219944,119560,T2013/3047,,61.1,8.4,Aba1,8,9
21109,222567,124230,T2014/3436,21.87,75.93,14.3,Aba1,8,9
21086,217279,117825,T2014/3032,23.8,73.77,11.53,ADa1,8,9
20373,220634,122597,T2013/3037,,95.7,15.23,aGbBf2,8,13
21104,223301,119698,T2014/3431,40.53,89.73,10.17,Gbax2,8,19
21105,223341,119667,T2014/3432,,83.77,10.13,Gbax2,8,19
21087,217134,127650,T2014/3033,27.37,91.03,13.47,Gbax2,8,19
21088,217134,127650,T2014/3034,26.03,91.1,14.57,Gbax2,8,19
20658,220488,126118,T2013/5734,25.67,86.8,13.03,Gbax4,8,19
21107,223227,120717,T2014/3434,34.93,125.33,19.83,Gbax2,8,19
21100,222818,120340,T2014/3427,,98.07,16.8,Gbax4,8,19
20387,220678,128160,T2013/3053,,80.8,11.8,GbBK2,8,19
20388,220678,128160,T2013/3054,25.7,81.57,12.53,GbBK2,8,19
20659,219953,126296,T2013/5735,28.27,101.43,13.87,Gbbk4,8,19
20655,231999,126995,T2013/5731,38.4,116.07,16.97,GbBfp2,8,14
20656,231999,126995,T2013/5732,36.47,116.47,18.63,GbBfp2,8,14
20813,232000,129550,T2014/1258,40.43,130.27,17.63,GbBK4,8,19
20814,232000,129550,T2014/1259,33.27,115.33,16,GbBK4,8,19
20380,218688,126465,T2013/3044,25,79.47,11.57,GbBK2,8,19
20381,218688,126465,T2013/3045,,94.43,16,GbBK2,8,19
20984,220213,121603,T2014/2743,24.97,71.33,15.23,GbBK4,8,19
20985,220213,121603,T2014/2744,25.8,73.9,18.17,GbBK4,8,19
20391,216226,124579,T2013/3057,29.47,98.87,13.73,GbBK2,8,19
21076,219948,120734,T2014/3019,20.03,65.17,10.77,GbBK2,8,19
21077,219948,120734,T2014/3020,22.67,64.6,10,GbBK2,8,19
21102,223545,120566,T2014/3429,35.77,122,18.87,GbBK4,8,19
21103,223545,120566,T2014/3430,41.8,148.23,21.2,GbBK4,8,19
20982,218928,126221,T2014/2739,29.67,92.43,13.83,GbBK2,8,19
20389,217270,126230,T2013/3055,26.37,80.5,11.97,GbBK2,8,19
21410,251128,111103,T2015/0451,33.1621621622,120.9,22.73,Gbbfi2,13,28
21400,249600,106525,T2015/0400,41.4504504504,115.57,34.23,Gbbfi0_1,13,28
21411,251111,109898,T2015/0452,34.4594594595,145.57,21.6,Gbbfi0_1,13,28
21401,249150,106550,T2015/0401,45.4144144144,118.87,33.43,Gbbfi2,13,28
21403,248800,106500,T2015/0403,45.4144144144,82.1,24.57,Gbbfi2,13,28
21402,249500,106900,T2015/0402,,112.63,24.43,Gbbfi2,13,28
21482,216950,133550,T2015/1435,35.3243243243,134.93,13,Aba0,6,9
21483,216950,133550,T2015/1436,32.027027027,133.2,10.33,Aba0,6,9
21716,236744,152689,T2015/2645,46.6216216216,203.77,28.13,AbB2,6,9
21717,237386,153009,T2015/2647,,207.23,22.47,AbB2,6,9
21621,241429,157590,T2015/2423,,151.9,14.67,Aba0,2,4
21622,241429,157590,T2015/2424,39.1711711712,157.3,14.63,Aba0,2,4
21624,234621,157691,T2015/2426,72.8018018018,163.67,14.9,Aba1,2,4
21701,234030,157836,T2015/2620,38.3333333333,148.7,16.6,Aba1,2,4
21712,236400,156700,T2015/2641,39.7747747748,145.03,19.33,AbB2,2,4
21713,236400,156700,T2015/2642,38.5675675676,143.13,17.07,AbB2,2,4
21714,236400,156700,T2015/2643,39.4144144144,146.83,15.03,AbB2,2,4
21715,236400,156700,T2015/2644,37.8828828829,138.43,13.63,AbB2,2,4
21177,201837,142525,T2014/3906,25.93,74.77,14.3,Aba1,2,4
21711,235959,156199,T2015/2640,36.4684684685,146.37,16.7,AbB2,2,4
21623,234310,157470,T2015/2425,51.7837837838,175.33,18.73,Abp1,2,4
21617,242647,160825,T2015/2419,,260.07,25.57,Abp0y(1),2,43
21619,242690,160640,T2015/2421,78.3603603604,235.23,25.1,Abp0y(1),2,43
21620,242690,160640,T2015/2422,113.468468468,259.03,26,Abp0y(1),2,43
21618,242498,160390,T2015/2420,,196.73,20.03,Abp0y(1),2,43
21615,241850,160950,T2015/2417,47.2792792793,185.53,23.4,Abpy(1),2,43
21616,241864,160749,T2015/2418,,186.9,24,Abpy(1),2,43
21614,241850,161200,T2015/2416,44.1531531532,171.2,23.47,Gbbt(1),2,43
21813,230941,123950,T2015/3114,22.981981982,78.97,11,(x)Aba,10,24
21708,239453,127271,T2015/2637,34.1891891892,89.7,12.57,Gbbkr2,10,22
21709,239453,127271,T2015/2638,34.1531531532,93.47,13.43,Gbbkr2,10,22
21710,239453,127271,T2015/2639,37.7567567568,87.13,12.07,Gbbkr2,10,22
21707,238090,127341,T2015/2636,33.3153153153,89.47,11.27,Gbbkr2,10,22
21753,217853,125465,T2015/2908,25.7477477477,95.17,13.77,(x)Aba,8,9
21754,217853,125465,T2015/2909,,86.07,13.53,(x)Aba,8,9
21537,217368,126293,T2015/1732,35.7747747748,115.73,17.27,(x)Aba,8,9
21742,220214,120058,T2015/2896,25.954954955,74.17,14.23,(x)Aba,8,9
21743,220214,120058,T2015/2897,27.8198198198,78.03,15.03,(x)Aba,8,9
21592,220121,121076,T2015/1979,24.6396396396,68.8,12.23,(x)Aba,8,9
21821,222894,130538,T2015/3131,,128.5,13.5,(x)Aba,8,9
21822,222894,130538,T2015/3132,,124,13.73,(x)Aba,8,9
21823,222894,130538,T2015/3133,35.9279279279,126.13,13.6,(x)Aba,8,9
21824,222894,130538,T2015/3134,31.9369369369,109.7,11.87,(x)Aba,8,9
21591,219518,121871,T2015/1977,30.009009009,81.9,11.6,(x)ADa,8,9
21834,217365,129661,T2015/3147,,86.77,13,(x)Aca,8,9
21835,217365,129661,T2015/3148,25.6846846847,94.57,16.77,(x)Aca,8,9
21487,222550,128900,T2015/1440,30.9459459459,106.43,12.57,Aba1,8,9
21488,222550,128900,T2015/1441,25.6576576577,92.6,12.13,Aba1,8,9
21489,222700,129050,T2015/1442,,104.83,13.27,Aba1,8,9
21746,217377,121009,T2015/2900,28.990990991,80.87,14.53,A-Gbp1,8,9
21747,217377,121009,T2015/2901,26.9189189189,81.37,12.43,A-Gbp1,8,9
21581,217138,118040,T2015/1966,22.2072072072,64.5,9.47,A-Gbp1,8,9
21582,217138,118040,T2015/1967,,63.4,8.73,A-Gbp1,8,9
21535,216913,126442,T2015/1730,29.0810810811,74.27,10.87,A-Gbp1,8,9
21748,216847,125390,T2015/2902,34.8738738739,94.07,12.9,A-Gbp1,8,9
21818,221539,124340,T2015/3119,22.8648648649,73.63,11.9,Aba1,8,9
21819,221874,124344,T2015/3120,23.972972973,71.57,10.13,Aba1,8,9
21484,222450,129600,T2015/1437,32.0540540541,109.43,12.97,Aba1,8,9
21485,222450,129600,T2015/1438,34.4594594595,105.2,11.53,Aba1,8,9
21744,217349,121658,T2015/2898,27.4594594595,71.9,11.67,Aba0,8,9
21745,217349,121658,T2015/2899,24.8738738739,72.9,11.2,Aba0,8,9
21486,222400,128990,T2015/1439,27.6666666667,88.53,11.5,Aba1,8,9
21831,216372,130174,T2015/3144,32.7747747748,99.03,13.07,Aba1,8,9
21832,216372,130174,T2015/3145,,117.8,11.4,Aba1,8,9
21836,217794,129976,T2015/3149,27.7297297297,90.6,9.43,Aba1,8,9
21802,234687,130713,T2015/3101,24.2162162162,95.1,12.5,Aba1,8,9
21803,234687,130713,T2015/3102,24.036036036,90.63,12.4,Aba1,8,9
21804,234687,130713,T2015/3103,24.5765765766,92,11.33,Aba1,8,9
21749,217445,124934,T2015/2903,25.3243243243,81.77,13.23,Aba1,8,9
21750,217445,124934,T2015/2904,27.3423423423,88.07,12.47,Aba1,8,9
21751,217445,124934,T2015/2905,24.9369369369,81,12.7,Aba1,8,9
